paperId,title,abstract,year,referenceCount,citationCount,influentialCitationCount,year0_citation_count,year1_citation_count,year2_citation_count,year3_citation_count,year4_citation_count,year5_citation_count,year6_citation_count,year7_citation_count,year8_citation_count,year9_citation_count
08d7934be445a27f11a0136daba9845f07137945,Electronic Population Analysis on LCAO‐MO Molecular Wave Functions. III. Effects of Hybridization on Overlap and Gross AO Populations,"The effects of AO hybridization on gross AO and overlap populations for LCAO‐MO electron configurations are discussed in terms of some simple examples, using equations and graphs. The validity of ``gross AO populations'' as true measures of the population in various AOs is critically discussed. It is shown that the degree of hybridization in the AOs of an LCAO MO does not in general give the true amount of s or p character in the MO; this is given instead by the gross s or p population in the MO. Nevertheless, ``forced hybridization'' among the AOs, although not contributing to gross AO populations, leads to important negative contributions to overlap populations, hence to bond energies. For example, forced 2s—2p hybridization has the result that the total overlap population for two pairs of electrons occupying bonding σ LCAO MOs built from 2s and 2pσ AOs in a homopolar diatomic molecule is actually less than the sum of the overlap populations which one would have if one pair could be in an MO built from pure 2s AOs and the other in an MO built from pure 2pσ AOs. This sort of forced hybridization with resultant loss of bond strength may explain why double bonds seldom if ever consist of two σ bonds.",1955,5,592,2,0,0,1,0,1,0,0,0,1,0
c08140111d5d4beb237d0cbcebe6e667bce1435d,Alpha-adrenergic receptor subtypes: quantitative assessment by ligand binding.,"Abstract We describe a method for quantitatively determining the alpha- adrenergic receptor subtypes in membrane fractions by studying the displacement of [ 3 H] dihydroergocryptine by selective alpha antagonists and analyzing this data by a computer modeling technique. Alpha 1 receptors are those with a higher affinity for prazosin than for yohimbine; alpha 2 receptors have a higher affinity for yohimbine than for prazosin. Phentolamine does not discriminate between the two receptor subtypes present in rabbit uterus. The alpha receptor population of rabbit uterus was found to be 37% alpha 1 receptors and 63% alpha 2 receptors. The human platelet and rat liver alpha receptors were determined to be exclusively alpha 2 and alpha 1 , respectively. In the uterus, prazosin had a 8800 fold greater affinity for alpha 1 than alpha 2 receptors while yohimbine had a 510 fold greater affinity for alpha 2 than alpha 1 receptors. The use of [ 3 H] dihydroergocryptine displacement curves generated with selective alpha receptor antagonists coupled with subsequent computer modeling provides a precise and powerful method for quantifying the alpha receptor population of a tissue; this technique should be of value in studying the detailed regulation of alpha receptors in tissues which have both alpha 1 and alpha 2 receptors.",1979,18,241,0,0,31,34,35,33,17,11,13,16,12
5ffa25ffbceead59a51bc5b429eb212e4b7dbbf9,Zur kenntnis des kohlenstoffringes. Zwei in m-stellung überbrückte aromatische systeme in einem 16-gliedrigen kohlenstoffring,,1950,0,3,0,0,0,0,0,1,0,0,0,1,0
9c78db136d2f3c06ed0ac70adcf8fbda47c6f056,"Rethinking Differentiation: Stem Cells, Regeneration, and Plasticity","Cell differentiation is an essential process for the development, growth, reproduction, and longevity of all multicellular organisms, and its regulation has been the focus of intense investigation for the past four decades. The study of natural and induced stem cells has ushered an age of re-examination of what it means to be a stem or a differentiated cell. Past and recent discoveries in plants and animals, as well as novel experimental manipulations, are beginning to erode many of these established concepts and are forcing a re-evaluation of the experimental systems and paradigms presently being used to explore these and other biological process.",2014,121,192,9,16,32,38,24,21,19,22,18,0,0
bfcb19f6b1a7e08afaa6dd84cf624afd5eab9ccf,Tunnelling and collective excitations in a microscopic model of ferroelectricity,"Abstract Equilibrium properties and collective excitations are studied for a simplified microscopic model of ferroelectricity. The q = 0 mode changes in character from a rest-strahl mode at T = 0 to a tunneling mode at T > T c , and shows the correct Cochran behavior in the transition region.",1993,8,13,1,0,0,0,0,0,0,0,0,0,0
15ad7245eca214bddd21c995433a44fb10f681b9,Structure of Supramolecular Polymers Generated via Self-Assembly through Hydrogen Bonds,The molecular structure and the morphology of self-assembling systems through hydrogen-bonds between complementary molecules has been investigated by electron microscopy and scattering techniques (light and neutron). It is found that in solvents such as toluene one-dimensional filaments are chiefly produced while in solvents such as THF lateral aggregation also occurs.,2007,11,8,0,0,0,0,1,0,0,0,1,1,1
3a01cef2d7c8df53537a78c2e2aebba1e45bf23f,Saturation spectroscopy of NH2 using a CW dye laser,"Abstract Hyperfine structure in the electronic spectrum of NH 2 has been resolved using the technique of intermodulated fluorescence with CW dye laser excitation. From the observed spacings values for the 14 N Fermi contact and dipole-dipole coupling terms have been estimated for both the ground state and the Π(0,10,0) vibrational level of the A 2 A 1 excited electronic state.",1976,9,35,0,3,3,3,4,1,0,6,0,1,1
675a782bc423c9fae9e7b8b4f016f4dc00406bfd,The Focusing of Charged Particles by a Spherical Condenser,"The paths of charged particles traversing a portion of an ideal spherical condenser are worked out. The section of the condenser considered is bounded by two rays, enclosing an angle $\ensuremath{\Phi}$, from the common center of curvature, $O$, of the equipotential surfaces. It is shown that a group of particles, homogeneous in energy, leaving a point $P$ on a normal to one of these boundaries and entering the condenser along this normal as a diverging bundle, will be brought to a focus at a point $Q$ lying on the line $\mathrm{PO}$ extended, if the proper potential is applied to the condenser. This permits the whole condenser gap to be used as a focusing energy analyzer, or monochromator, of very large useful aperture. The velocity dispersion and reduced velocity dispersion are calculated for the most general case, and are found to take the same simple form as do the corresponding expressions for the limited homogeneous magnetic field spectrograph. The expressions for the reduced velocity dispersion are identical in the two cases. Compensation for edge effect is discussed. The relativistic modification of the theory required for high speed particles is discussed and results are presented which indicate that the simple theory of the electrostatic spectrograph may be inadequate even for fairly low values of $\frac{v}{c}$. It is suggested that this difficulty may be avoided by the choice of suitable instrument parameters.",1938,0,241,1,0,0,0,0,0,0,0,0,0,0
62d7762bfab8cd46662cdb1fa8a12c6a5f2c4280,"Photodissociation dynamics of 1,1-difluoroethylene at 157 nm excitation","Photodissociation of 1,1-difluoroethylene (F2CCH2) at 157 nm has been investigated using photofragment translational spectroscopy. Five dissociation channels have been experimentally observed; molecular HF elimination, H atom elimination, molecular hydrogen (H2) elimination, F atom elimination, and double bond breaking. Molecular HF elimination and H atom elimination channels are found to be the two major dissociation pathways in photodissociation of F2CCH2 at 157 nm excitation. Molecular hydrogen (H2) elimination and double bond cleavage are also significant, while F atom elimination is a minor process. Product translational energy distributions for all dissociation channels have also been measured. All translational energy releases are peaked at energies away from zero, indicating that the dissociation of F2CCH2 at 157 nm excitation most likely occurs with exit barriers on the ground electronic potential surface through internal conversion from the initially excited electronic state. Branching ratios an...",1998,20,24,0,0,2,2,3,1,1,0,1,2,1
bfedcbf894185b307c4ba4dc72689513a60c3288,Signals for ribosomal frameshifting in the rous sarcoma virus gag-pol region,"
 Abstract
 
 The gag-pol protein of Rous sarcoma virus (RSV), the precursor to the enzymes responsible for reverse transcription and integration, is expressed from two genes that lie in different translational reading frames by ribosomal frameshifting. Here, we localize the site of frameshifting and show that the frameshifting reaction is mediated by slippage of two adjacent tRNAs by a single nucleotide in the 5′ direction. The gag terminator, which immediately follows the frameshift site, is not required for frameshifting. Other suspected retroviral frameshift sites mediate frameshifting when placed at the end of RSV gag. Mutations in RSV pol also affect synthesis of the gag-pol protein in vitro. The effects of these mutations best correlate with the potential to form an RNA stem-loop structure adjacent to the frameshift site. A short sequence of RSV RNA, 147 nucleotides in length, containing the frameshift site and stem-loop structure, is sufficient to direct frameshifting in a novel genetic context.
 
",1988,63,561,52,0,17,38,32,26,24,23,24,23,18
c8053987b63e476b76359ccf0490a8e4801ebf79,New preparative and optical resolution method for β-lactams,"Photoirradiation of a 1 : 1 inclusion compound of oxoamide and N,N,N′,N′-tetracyclohexylbiphenyl-2,2′-dicarboxamide in the solid state gave a β-lactam, which was resolved by complexation with optically active 9,9′-biphenanthryl-10,10′-diol. Chiral recognition of the host and guest in the inclusion compound was studied by X-ray crystallographic analysis.",1990,10,8,0,1,1,0,1,2,0,0,0,0,0
aacba6f3430bb7fbf427d6b1151c8e529de8bf95,"Crystal Structure of(1R, 2R, 3S, 4S, 5S, 6S, 7R, 9S)-6-Azido-7-cyano-3-C-hydroxy-methyl-3, 3'-di-O-isopropylidene-9-methoxy-2, 4, 5-tris(O-methoxymethyl)-2, 3, 4, 5-tetrahydroxy-8-oxabicyclo[4. 3. 0]nonane, toward Tetrodotoxin","marine toxins. It can be isolated from the pufferfish as a unique compound having polyfunctional groups and peculiar structure.1 We are studying the synthesis of optically active TTX from D-glucose by means of intramolecular nitroaldol condensation. As a result of many efforts, we succeeded in obtaining potential key compounds, (1R,2R,3S,4S,5S,6S,7R,9S)-6-azido-7cyano-3-C-hydroxymethyl-3,3′-di-O-isopropylidene-9methoxy-2,4,5-tris(O-methoxymethyl)-2,3,4,5-tetrahydroxy-8-oxabicyclo[4.3.0]nonane (2) and its 9-epimer (2′) for total synthesis of optically active TTX.2 The epimers can be separated by silica gel column chromatography. The single crystal was obtained by slow recrystallizations from hexane/ethanol. The configurations at C-6 of compounds 2 and 2′ seem to be (R) according to their NMR spectrum data; the configurations at C-7 couldn’t be determined by NMR spectra. The configuration at C-7 has an important role in the total synthesis of optically active 1. Therefore, we determined the configurations at C-7 of compound 2 by X-ray analysis. The crystal data and experimental details are given in Table 1. All non-hydrogen atoms were refined anisotropically. All the hydrogen atoms were located on a difference Fourier map and refined isotropically. The final atomic parameters for non-hydrogen atoms are listed in Table 2. The selected bond distances are listed in Table 3. The ORTEP drawing of 2 (Fig. 2) shows that the configuration at C-6 and the conformation of 2 is the same as that of 1 in solid state as well as in solution phase (by NMR).2 But the configuration at C-7 of compound 2 is (R) instead of (S) of 1. As a result, it is necessary to epimerize the configuration at C-7 for the total synthesis of optically active 1 from 2 or 2′. Now, we are continuing our studies on TTX synthesis along this line.",1999,8,2,0,1,0,0,0,0,0,0,1,0,0
dd27eb0b6d99b7b8c92398c52a357068785a8937,The reactivity of high oxygen coverages on Pd(110) in catalytic CO oxidation,"The catalytic oxidation of CO on a Pd(110) surface has been investigated in CO titration experiments and under steady-state conditions in the 10−4 Torr range. The reaction was followed by means of video-LEED, work function and rate measurements. The titration experiments with the oxygen-saturated Pd(110) surface revealed a change in the reaction mechanism from a uniform reduction of the oxygen coverage at high temperature (T ≈ 500 K) to a hole-eating mechanism at low temperature (T < 400 K). High oxygen coverages were found to have an inhibiting effect on the rate of CO2 production. This effect, which presumably is associated with the formation of subsurface oxygen, can be attributed to a lowering of the CO residence time caused by a decrease in the adsorption energy of CO and to a reduction of the CO sticking coefficient. Under steady-state conditions this inhibiting effect leads to the appearance of a hysteresis in the high rate branch of the kinetics of catalytic CO oxidation upon cyclic variation of the CO pressure.",1993,19,26,0,2,2,2,2,1,3,1,3,0,1
a0fb405da1a8563500b6f07b540a9c5838a3233c,DNA-Encoded Compound Libraries as Open Source: A Powerful Pathway to New Drugs.,"""… We envisioned an iterative system where a unique DNA tag identifier that encoded the event was appended to each newly formed molecule. These vast collections of molecules are known today as DNA- encoded chemical libraries (DECLs), and allow scientists to do selections on the benchtop that previously required access to large and complex high-throughput screening centers …"" Read more in the Guest Editorial by Richard A. Lerner and Sydney Brenner.",2017,0,62,0,7,8,13,24,10,0,0,0,0,0
ea34fe1a3e9c765018a0b0df7c7b30b44dea2b83,Molybdenum Imido Alkylidene Complexes Containing Biphen Ligands that Have Silyl Groups Attached through the 6 and 6‘ Methyl Group Carbon Atoms,"Two new biphenolate ligands were prepared starting from 3,3‘-di-tert-butyl-5,5‘,6,6‘-tetramethyl-2,2‘-dimethoxy-1,1‘-biphenyl via deprotonation of the 6 and 6‘ methyl group with KO-t-Bu/n-BuLi, reaction with dichlorodimethylsilane or chlorotrimethylsilane, and deprotection with boron tribromide. Molybdenum imido alkylidene complexes were prepared by treating Mo(NAr)(CHCMe2Ph)(OTf)2(DME) with the dipotassium salt of each biphenolate. X-ray crystallographic studies of syn-Mo(NAr)(CHCMe2Ph)[(rac)-Me2SiBiphen] and syn-Mo(NAr)(CHCMe2Ph)[(rac)-TMS2Biphen] revealed a significantly different geometry of the biphenolate ligands compared to previously structurally characterized four-coordinate biphenolate molybdenum imido alkylidene complexes. The enantiopure complexes were shown to catalyze asymmetric olefin metathesis with an enantioselectivity comparable to that of Mo(NAr)(CHCMe2Ph)[(S)-Biphen].",2001,0,12,0,0,0,3,0,0,1,3,1,0,0
0c60563747821c487768ccc0b19b72a62a93a614,B-lymphocyte responses to trinitrophenyl-conjugated Ficoll: requirement for T lymphocytes and Ia-bearing adherent cells.,"These studies were done to characterize the cellular requirements for B-lymphocyte responses to the haptenated polysaccharide trinitrophenyl-conjugated Ficoll. By using an in vitro microculture system, it was demonstrated that hapten-specific anti-trinitrophenyl-conjugated Ficoll plaque-forming cell responses by B lymphocytes require Ia-bearing adherent accessory cells and Thy 1+ Lyt 1+2- nylon wool-nonadherent (T) lymphocytes. Such T cells could be primed in vivo with nonderivatized Ficoll to show carrier-specific helper cell function for derivatized Ficoll responses in vitro. The implications of these findings for our understanding of b-lymphocyte triggering by so-called T-independent antigens are discussed.",1981,0,54,0,0,7,7,8,1,2,1,1,3,2
ecdba22b2f243424074d3fd51031d240330ed4e9,The olefin insertion reaction,"A molecular orbital study of the insertion of ethylene into a Pt-H bond begins with an analysis of the interaction of a hydride with an ethylene in the absence of the metal. Identification of the crucial orbitals along a simplified reaction coordinate allows one to focus on how the metal atom with one to three other ligands attached to it facilitates the insertion. Associative and dissociative processes from a four-coordinate reactant lead to five- and three-coordinate intermediates whose complex po- lytopal rearrangements are explored in detail. We do not find an easy insertion pathway from a five-coordinate intermediate, nor a facile reaction by a direct route from a four-coordinate complex with ethylene and hydride trans to each other. The neces- sary final waypoint of ethylene and hydride cis seems in the calculations to be best achieved by a sequence of associative and, preferably, dissociative steps.",1978,2,190,0,0,1,11,6,8,5,2,1,5,2
56fab7b89c7295dd6a603c1db851d4355b440875,The G Protein-coupled Receptor Kinase 2 Is a Microtubule-associated Protein Kinase That Phosphorylates Tubulin*,"The G protein-coupled receptor kinase 2 (GRK2) is a serine/threonine kinase that phosphorylates and desensitizes agonist-occupied G protein-coupled receptors (GPCRs). Here we demonstrate that GRK2 is a microtubule-associated protein and identify tubulin as a novel GRK2 substrate. GRK2 is associated with microtubules purified from bovine brain, forms a complex with tubulin in cell extracts, and colocalizes with tubulin in living cells. Furthermore, an endogenous tubulin kinase activity that copurifies with microtubules has properties similar to GRK2 and is inhibited by anti-GRK2 monoclonal antibodies. Indeed, GRK2 phosphorylates tubulinin vitro with kinetic parameters very similar to those for phosphorylation of the agonist-occupied β2-adrenergic receptor, suggesting a functionally relevant role for this phosphorylation event. In a cellular environment, agonist occupancy of GPCRs, which leads to recruitment of GRK2 to the plasma membrane and its subsequent activation, promotes GRK2-tubulin complex formation and tubulin phosphorylation. These findings suggest a novel role for GRK2 as a GPCR signal transducer mediating the effects of GPCR activation on the cytoskeleton.",1998,85,162,2,4,18,13,8,7,12,6,6,6,8
a4ad628993ad860849666a8d81aff41ff144475a,Coagulation factor IXa: the relaxed conformation of Tyr99 blocks substrate binding.,"BACKGROUND
Among the S1 family of serine proteinases, the blood coagulation factor IXa (fIXa) is uniquely inefficient against synthetic peptide substrates. Mutagenesis studies show that a loop of residues at the S2-S4 substrate-binding cleft (the 99-loop) contributes to the low efficiency. The crystal structure of porcine fIXa in complex with the inhibitor D-Phe-Pro-Arg-chloromethylketone (PPACK) was unable to directly clarify the role of the 99-loop, as the doubly covalent inhibitor induced an active conformation of fIXa.


RESULTS
The crystal structure of a recombinant two-domain construct of human fIXa in complex with p-aminobenzamidine shows that the Tyr99 sidechain adopts an atypical conformation in the absence of substrate interactions. In this conformation, the hydroxyl group occupies the volume corresponding to the mainchain of a canonically bound substrate P2 residue. To accommodate substrate binding, Tyr99 must adopt a higher energy conformation that creates the S2 pocket and restricts the S4 pocket, as in fIXa-PPACK. The energy cost may contribute significantly to the poor K(M) values of fIXa for chromogenic substrates. In homologs, such as factor Xa and tissue plasminogen activator, the different conformation of the 99-loop leaves Tyr99 in low-energy conformations in both bound and unbound states.


CONCLUSIONS
Molecular recognition of substrates by fIXa seems to be determined by the action of the 99-loop on Tyr99. This is in contrast to other coagulation enzymes where, in general, the chemical nature of residue 99 determines molecular recognition in S2 and S3-S4. This dominant role on substrate interaction suggests that the 99-loop may be rearranged in the physiological fX activation complex of fIXa, fVIIIa, and fX.",1999,41,108,0,0,3,5,5,8,8,4,7,3,5
f224055cde352863e3babc10bf6c8e217efc8da4,"Die Cardenolide der Samen von Mansonia altissima, A. CHEV. Glykoside und Aglykone, 286. Mitt.","The seeds of Mansonia altissima A. Chev. were found to contain ca. 1% cardiac glycosides. A total of 30 substances has been traced by paper chromatography, of which only 8 (E, K, O, P, Q, R, S, and T) were present in amounts large enough to be traced without prior enrichment of the extracts. These substances could be isolated either in pure form or as enriched mixtures. Substances E, K, O, and S were obtained in crystalline form. Apart from these substances a large amount of a mixture (N) was obtained comprising 7 components. The substances E (mansonin) and O (strophallosid) could be identified with known cardenolides. The structure of O was known; the structures of E and K (strophothevosid) are reported in the following publication. The structures of the other isolated and enriched substances (P, Q, R, S, and T) were only partially elucidated.",1967,28,9,0,1,0,0,1,0,0,0,0,0,1
cab87954c8a2c6c80fe4a2329d68a8d23e0bcfca,Recycle CO2 Like Plants,,2007,0,0,0,0,0,0,0,0,0,0,0,0,0
633c9bf93cc3b96e9a64dd321894e55c02a1c996,Aromatic substitution. 57. Nitration of phenylboron dichloride with nitronium tetrafluoroborate. Attempted nitration of iodobenzene dichloride and phenylphosphorus dichloride,"La nitration a lieu dans le nitromethane; dans le cas du [dichloro phenyl] borane l'orientation de la reaction est discutee; pour la [dichloro phenyl] phosphine, la nitration conduit a une oxydation",1990,0,8,0,1,0,0,0,0,2,0,0,0,0
